Gene_ID	BHI1	BHI2	BHI3	Serum1	Serum2	Serum3
AENJPLPP_02172	2	4	0	9	8	4
AENJPLPP_02173	5	3	0	10	10	8
AENJPLPP_02174	1	0	0	1	5	0
AENJPLPP_02175	0	2	1	27	4	15
AENJPLPP_02176	0	0	0	1	0	1
AENJPLPP_02177	20	34	35	9	8	3
AENJPLPP_02178	10	10	5	124	163	155
AENJPLPP_02179	35	28	32	170	167	148
AENJPLPP_02180	47	62	25	109	174	198
AENJPLPP_02181	35	20	31	141	173	156
AENJPLPP_02182	197	233	205	859	1070	965
AENJPLPP_02183	59	69	55	545	707	560
AENJPLPP_02184	5	4	11	409	396	335
AENJPLPP_02185	89	83	77	833	961	791
AENJPLPP_02186	17	26	22	705	758	734
AENJPLPP_02187	6	4	10	232	314	250
AENJPLPP_02188	5	0	4	116	118	96
AENJPLPP_02189	4	1	0	64	80	58
AENJPLPP_02190	8	8	15	257	351	307
AENJPLPP_02191	29	22	32	631	721	655
AENJPLPP_02192	2	3	2	104	144	130
AENJPLPP_02193	104	101	121	1858	2377	2052
AENJPLPP_02194	0	1	0	0	0	0
AENJPLPP_02195	21	15	10	131	156	142
AENJPLPP_02196	133	107	127	401	560	465
AENJPLPP_02197	286	394	277	774	860	835
AENJPLPP_02198	197	191	159	404	456	359
AENJPLPP_02199	1	0	1	1	2	5
AENJPLPP_02200	0	0	0	0	2	0
AENJPLPP_02201	0	0	0	0	0	0
AENJPLPP_02202	0	2	0	0	0	0
AENJPLPP_02203	0	1	0	1	1	0
AENJPLPP_02205	8	2	28	4	2	26
AENJPLPP_02206	5	10	3	12	13	9
AENJPLPP_02207	1	1	3	1	1	1
AENJPLPP_02208	30	29	19	52	48	25
AENJPLPP_02209	26	2	1	3	8	5
AENJPLPP_02210	16	15	22	29	18	15
AENJPLPP_02211	27	38	17	51	59	62
AENJPLPP_02212	77	88	86	146	112	131
AENJPLPP_02213	6	7	6	4	6	3
AENJPLPP_02214	57	43	51	74	125	75
AENJPLPP_02215	432	431	464	989	1170	994
AENJPLPP_02216	824	937	780	910	1034	874
AENJPLPP_02217	838	751	729	798	982	809
AENJPLPP_02218	11840	11732	10785	6967	8757	6988
AENJPLPP_02219	11312	10418	9216	10261	12136	10339
AENJPLPP_02220	615	527	488	695	800	761
AENJPLPP_02221	108	96	82	89	73	77
AENJPLPP_02222	34	25	22	12	20	27
AENJPLPP_02223	17	27	17	9	11	20
AENJPLPP_02224	22	32	21	28	16	26
AENJPLPP_02225	21	26	13	4	19	14
AENJPLPP_02226	364	358	287	388	436	411
AENJPLPP_02227	257	291	290	300	401	300
AENJPLPP_02228	1812	1801	1656	1372	1697	1579
AENJPLPP_02229	42	40	41	20	16	15
AENJPLPP_02230	82	63	78	33	47	44
AENJPLPP_02231	8	16	4	11	7	4
AENJPLPP_02232	96	89	60	64	80	83
AENJPLPP_02233	518	421	364	534	576	549
AENJPLPP_02234	3295	1868	1749	2249	2594	2389
AENJPLPP_02235	2611	2216	2373	1563	1844	1521
AENJPLPP_02236	194	183	152	208	277	269
AENJPLPP_02237	2227	1971	1810	2156	2346	2272
AENJPLPP_02238	1482	1912	1507	2394	2743	2485
AENJPLPP_02239	3442	3210	2934	5934	6558	6322
AENJPLPP_02240	7832	9159	7779	2342	3059	2636
AENJPLPP_02241	201	248	206	214	310	309
AENJPLPP_02242	1023	991	927	264	263	317
AENJPLPP_02243	1850	1990	1968	799	952	859
AENJPLPP_02244	122	132	160	74	123	81
AENJPLPP_02245	3007	2902	2439	1554	1785	1598
AENJPLPP_02246	5580	5521	4922	8172	9359	8687
AENJPLPP_02247	1158	1122	1016	1104	1329	1127
AENJPLPP_02248	8772	8933	8262	7141	8989	7844
AENJPLPP_02249	100	116	116	203	249	239
AENJPLPP_02250	461	525	430	586	715	578
AENJPLPP_02251	398	406	385	331	415	332
AENJPLPP_02252	225	209	187	200	231	181
AENJPLPP_02253	95	130	115	25	33	28
AENJPLPP_02254	77	72	57	23	27	23
AENJPLPP_02255	2	4	4	41	61	86
AENJPLPP_02256	2	0	0	6	0	7
AENJPLPP_02257	2	2	2	10	2	2
AENJPLPP_02258	4213	4430	3962	2389	2924	2555
AENJPLPP_02259	6505	6927	6513	2394	2912	2776
AENJPLPP_02260	1180	1110	1003	1457	1640	1468
AENJPLPP_02261	739	770	737	1128	1219	1070
AENJPLPP_02262	4037	4080	3614	6195	6905	6218
AENJPLPP_02263	4412	5139	4459	6058	6725	6087
AENJPLPP_02264	1028	1054	954	1177	1304	1130
AENJPLPP_02265	201	237	231	218	303	237
AENJPLPP_02266	3032	3139	2821	3192	4172	3989
AENJPLPP_02267	164	167	134	139	135	131
AENJPLPP_02268	147	137	165	133	162	147
AENJPLPP_02269	4669	5171	4871	1323	1594	1360
AENJPLPP_02270	13407	13407	11563	5277	6163	5285
AENJPLPP_02271	3353	3083	2969	718	839	732
AENJPLPP_02272	5527	5444	5012	1270	1468	1167
AENJPLPP_02273	894	1111	1143	407	697	460
AENJPLPP_02274	11923	11026	9830	16116	18105	16360
AENJPLPP_02275	3314	3919	3137	12936	14353	13039
AENJPLPP_02276	6592	6389	5629	9039	10779	9646
AENJPLPP_02277	655	737	706	2477	3457	2949
AENJPLPP_02279	815	957	877	3273	4373	3919
AENJPLPP_02280	271	308	265	55	88	56
AENJPLPP_02281	508	631	436	713	1003	899
AENJPLPP_02282	13547	14125	11957	4715	5493	4833
AENJPLPP_02283	251	215	266	628	757	677
AENJPLPP_02284	542	630	557	242	275	266
AENJPLPP_02285	494	522	501	225	331	223
AENJPLPP_02286	1744	1910	1689	780	871	829
AENJPLPP_02287	3594	3416	2965	3898	4045	3955
AENJPLPP_02288	14902	13344	12362	9114	10102	9038
AENJPLPP_02289	7026	7520	6639	2456	2701	2839
AENJPLPP_02290	177	186	183	6905	8946	8099
AENJPLPP_02291	434	511	388	802	788	786
AENJPLPP_02292	2273	1865	1545	254993	295677	260924
AENJPLPP_02293	73	70	80	38	79	83
AENJPLPP_02294	225	193	175	22298	28765	25315
AENJPLPP_02295	253	236	260	20251	26210	21302
AENJPLPP_02296	674	552	556	42432	51487	44026
AENJPLPP_02297	564	517	474	37744	44663	36594
AENJPLPP_02298	824	751	599	52869	63597	53920
AENJPLPP_02299	4456	4587	4228	7762	9998	8925
AENJPLPP_02300	408	723	601	472	910	792
AENJPLPP_02301	40365	39289	36021	21818	24395	22007
AENJPLPP_02302	955	904	961	1009	1266	1221
AENJPLPP_02303	4521	3884	3875	2422	2899	2589
AENJPLPP_02304	2584	2965	2653	1359	1437	1345
AENJPLPP_02305	2526	2482	2298	1530	1554	1328
AENJPLPP_02306	5516	5899	5169	2666	3046	2638
AENJPLPP_02307	924	866	609	30425	39576	37476
AENJPLPP_02308	925	984	901	2569	3044	3197
AENJPLPP_02309	302	310	276	1253	1350	1398
AENJPLPP_02310	19773	19422	17080	233727	235498	242647
AENJPLPP_02311	3869	3764	3558	3721	4133	3680
AENJPLPP_02312	3813	4216	3897	3074	3630	3258
AENJPLPP_02313	17	22	24	60	71	60
AENJPLPP_02314	228	267	214	192	243	213
AENJPLPP_02315	0	6	4	52	51	82
AENJPLPP_02316	24	9	11	60	74	100
AENJPLPP_02317	7	10	16	35	33	35
AENJPLPP_02318	21	47	29	23	15	26
AENJPLPP_02319	111	108	67	22	54	24
AENJPLPP_02320	125	140	119	86	82	47
AENJPLPP_02321	6093	6070	5484	3977	4703	4138
AENJPLPP_02322	3	3	1	2	1	2
AENJPLPP_02323	6892	6016	5416	5358	5628	5242
AENJPLPP_02324	1345	1341	1171	892	956	983
AENJPLPP_02325	177	204	162	16	14	12
AENJPLPP_02326	20164	19579	17212	11971	13948	12752
AENJPLPP_02327	13129	11689	10656	7070	8647	7307
AENJPLPP_02328	4897	4606	4874	29850	30581	27685
AENJPLPP_02329	41	50	37	25	28	26
AENJPLPP_02330	47	54	33	26	17	26
AENJPLPP_02331	26188	24903	22171	27181	30173	28556
AENJPLPP_02332	172	188	173	145	139	157
AENJPLPP_02333	2659	2575	2085	2526	2526	2571
AENJPLPP_02334	2788	2523	2219	2628	2825	2738
AENJPLPP_02335	3630	3702	3101	3759	4229	3665
AENJPLPP_02336	9105	9552	8759	5654	6697	5943
AENJPLPP_02337	10728	11007	10609	10609	12055	11176
AENJPLPP_02338	18	32	32	42	46	57
AENJPLPP_02339	190	224	229	31	40	39
AENJPLPP_02340	4060	3920	3617	982	1155	917
AENJPLPP_02341	2012	1833	2143	8856	11028	8957
AENJPLPP_02342	252	292	275	417	585	465
AENJPLPP_02343	1988	2103	1908	923	1088	860
AENJPLPP_02344	79	63	102	174	168	201
AENJPLPP_02345	2240	2181	1912	2192	2283	2269
AENJPLPP_02346	5301	5249	4977	3121	3751	3194
AENJPLPP_02347	5713	5770	5386	5146	5825	5492
AENJPLPP_02348	2063	2237	2147	1693	2014	1795
AENJPLPP_02349	968	946	844	2036	2326	1994
AENJPLPP_02350	1015	943	929	1833	2134	2040
AENJPLPP_02351	15980	13581	11856	7602	8484	7993
AENJPLPP_02352	1691	1791	1592	1770	2326	1836
AENJPLPP_02353	1868	1732	1743	909	1146	951
AENJPLPP_02354	4231	4070	3878	18708	21947	18559
AENJPLPP_02356	3	0	1	2	9	3
AENJPLPP_02357	0	2	0	4	6	5
AENJPLPP_02358	233	245	259	1396	1777	1449
AENJPLPP_02359	81	97	101	72	76	81
AENJPLPP_02362	284	250	245	1080	1175	1046
AENJPLPP_02363	4025	4055	3438	19226	24291	21567
AENJPLPP_02364	804	729	652	1265	1349	1294
AENJPLPP_02365	2107	2129	1983	2199	2441	2453
AENJPLPP_02366	2847	2686	2415	1098	1245	1309
AENJPLPP_02367	1540	1562	1465	3356	4193	3539
AENJPLPP_02368	2223	1855	1875	4339	4930	4387
AENJPLPP_02369	1717	1870	1519	2700	3276	2967
AENJPLPP_02370	63016	64009	59247	38065	41672	39182
AENJPLPP_02371	5143	5685	4914	1717	1908	1870
AENJPLPP_02372	1667	1761	1601	737	977	843
AENJPLPP_02373	6171	5947	5039	3474	3977	3526
AENJPLPP_02374	236	250	248	1068	1502	1188
AENJPLPP_02375	37641	38064	33790	16743	19303	16642
AENJPLPP_02376	5022	5369	4563	4831	5371	4557
AENJPLPP_02377	2082	1999	1817	2663	3164	2656
AENJPLPP_02378	700	673	606	161	202	186
AENJPLPP_02379	68852	71807	62703	46052	59067	54484
AENJPLPP_02380	24022	25995	23195	16853	18542	17628
AENJPLPP_02381	3763	4778	4317	2106	2840	2539
AENJPLPP_02382	3792	3581	3644	2568	3056	2916
AENJPLPP_02383	6042	6381	5541	4273	4741	4659
AENJPLPP_02384	1306	1147	1103	1514	1700	1698
AENJPLPP_02385	1040	1205	1035	1294	1398	1207
AENJPLPP_02386	8093	8450	7656	3262	3867	3747
AENJPLPP_02387	2460	2720	2676	1193	1565	1355
AENJPLPP_02388	2161	1997	1763	1296	1694	1472
AENJPLPP_02389	2500	2652	2306	2489	2785	2514
AENJPLPP_02390	3403	3361	3012	5172	5764	5174
AENJPLPP_02391	5	5	7	7	5	0
AENJPLPP_02392	192	129	134	589	715	693
AENJPLPP_02393	709	746	616	1316	1503	1455
AENJPLPP_02394	106	92	87	95	121	117
AENJPLPP_02395	22	8	16	22	19	28
AENJPLPP_02396	5	8	10	10	16	13
AENJPLPP_02397	27	14	25	14	30	22
AENJPLPP_02398	180	217	146	228	203	185
AENJPLPP_02399	181	188	184	232	224	224
AENJPLPP_02400	303	293	244	337	457	442
AENJPLPP_02401	6006	6468	5364	8133	9302	8514
AENJPLPP_02402	6678	6977	6033	6331	6848	6476
AENJPLPP_02403	128	139	174	563	770	629
AENJPLPP_02404	171	142	163	109	122	104
AENJPLPP_02405	201	269	224	150	167	145
AENJPLPP_02406	20	29	38	8	8	10
AENJPLPP_02407	362	376	306	254	349	267
AENJPLPP_02408	286	358	309	315	337	255
AENJPLPP_02409	359	392	448	610	802	666
AENJPLPP_02410	1143	1147	1013	1437	1826	1717
AENJPLPP_02412	6278	6543	5730	1850	1972	1840
AENJPLPP_02413	5362	5311	5043	13298	14064	13062
AENJPLPP_02414	11779	10716	9432	27182	29797	28306
AENJPLPP_02415	14959	14045	11931	34505	38770	36093
AENJPLPP_02416	2976	2931	2806	2984	3649	3335
AENJPLPP_02417	1791	1691	1677	1327	1674	1524
AENJPLPP_02418	22	20	10	4	6	7
AENJPLPP_02419	31	34	32	14	21	13
AENJPLPP_02420	6	3	5	2	3	4
AENJPLPP_02421	8	15	31	12	15	9
AENJPLPP_02422	18	9	7	2	2	2
AENJPLPP_02423	48	29	25	10	14	12
AENJPLPP_02424	136	120	97	40	43	73
AENJPLPP_02425	335	339	283	234	243	213
AENJPLPP_02426	128	116	127	52	57	49
AENJPLPP_02427	69	87	68	46	49	54
AENJPLPP_02428	1	5	6	0	2	2
AENJPLPP_02429	26	16	12	6	6	1
AENJPLPP_02430	2	4	0	1	2	3
AENJPLPP_02431	14	10	8	8	8	4
AENJPLPP_02432	91	69	74	58	45	42
AENJPLPP_02433	14	10	8	9	12	8
AENJPLPP_02434	8	12	10	6	10	6
AENJPLPP_02435	5595	5542	5082	3141	3928	3587
AENJPLPP_02436	410	407	331	457	600	502
AENJPLPP_02437	741	625	566	1259	1387	1146
AENJPLPP_02438	50	50	42	32	61	38
AENJPLPP_02439	34	38	50	36	34	32
AENJPLPP_02440	365	427	356	709	883	745
AENJPLPP_02441	317	342	266	448	415	673
AENJPLPP_02442	4	4	2	21	26	24
AENJPLPP_02443	6	14	10	16	10	13
AENJPLPP_02444	7	8	4	3	10	9
AENJPLPP_02445	403	453	371	317	351	366
AENJPLPP_02446	802	865	796	1049	1268	1145
AENJPLPP_02447	635	641	609	619	724	633
AENJPLPP_02448	1017	911	784	636	655	663
AENJPLPP_02449	736	850	660	781	924	741
AENJPLPP_02450	1672	1539	1410	802	898	808
AENJPLPP_02451	52	60	64	20	26	38
AENJPLPP_02452	1352	1287	1159	945	1088	984
AENJPLPP_02453	2369	2775	2548	987	1128	933
AENJPLPP_02454	1439	1514	1403	884	1169	961
AENJPLPP_02455	27171	26426	23143	20850	23172	21035
AENJPLPP_02456	4284	4261	3969	3663	4341	4008
AENJPLPP_02457	4193	4472	3898	4272	4717	4324
AENJPLPP_02458	4171	3929	3705	5112	5801	5198
AENJPLPP_02459	6394	6624	5880	11257	13287	12363
AENJPLPP_02460	3754	3838	3497	3103	3377	3398
AENJPLPP_02461	1251	1311	1199	2286	2427	2374
AENJPLPP_02462	3440	3035	2827	2530	3010	2625
AENJPLPP_02463	16560	16385	14401	13900	15565	13820
AENJPLPP_02464	1990	1917	1939	1934	2385	2074
AENJPLPP_02465	4207	4736	4318	4295	4904	4433
AENJPLPP_02466	10918	10147	8873	12022	13216	12469
AENJPLPP_02467	2957	2841	2580	3062	3466	3046
AENJPLPP_02468	22928	21054	19082	18184	21152	19329
AENJPLPP_02469	24179	21970	19273	24705	27843	25195
AENJPLPP_02470	12882	12003	11193	15413	16990	15709
AENJPLPP_02471	12593	10189	10113	10378	11889	10855
AENJPLPP_02472	188	228	200	84	116	124
AENJPLPP_02473	330	308	265	50	58	65
AENJPLPP_02474	411	377	328	171	213	197
AENJPLPP_02475	3409	3559	3428	8480	11469	10257
AENJPLPP_02476	701	586	531	634	728	696
AENJPLPP_02477	4344	4186	3458	2216	2493	2349
AENJPLPP_02478	3294	3337	2905	2779	3065	2970
AENJPLPP_02479	658	645	562	255	342	329
AENJPLPP_02480	1333	1219	1127	1041	1128	1012
AENJPLPP_02481	39593	35647	32995	13764	15859	13794
AENJPLPP_02482	197	171	166	271	311	284
AENJPLPP_02483	503	642	497	687	841	691
AENJPLPP_02484	723	790	701	936	1198	999
AENJPLPP_02486	1242	1407	1323	4839	5617	4984
AENJPLPP_02487	14989	14711	13955	3470	4368	4491
AENJPLPP_02488	295621	341802	326042	104003	126404	119711
AENJPLPP_02489	141927	134984	123879	65990	78098	72424
AENJPLPP_02490	146147	139845	118611	42237	45708	44061
AENJPLPP_02491	211237	214216	206255	90753	106807	97011
AENJPLPP_02492	1	1	2	1	1	1
AENJPLPP_02493	47	47	47	23	40	31
AENJPLPP_02494	0	2	0	0	2	0
AENJPLPP_02495	2460	2625	2296	4186	4593	4382
AENJPLPP_02496	6894	5266	5353	2878	3904	3463
AENJPLPP_02497	20903	16834	15626	10372	11354	10633
AENJPLPP_02498	2006	1981	1777	2755	3017	2686
AENJPLPP_02499	1467	1809	1517	3057	3291	2906
AENJPLPP_02500	3123	3538	3659	3894	5077	4458
AENJPLPP_02501	1735	1829	1550	2270	2527	2407
AENJPLPP_02502	14285	13787	11805	17117	19306	17623
AENJPLPP_02503	2045	2328	2145	2061	2739	2356
AENJPLPP_02504	12378	12962	12308	9266	11271	10282
AENJPLPP_02505	4021	4182	3753	2915	3295	2988
AENJPLPP_02506	11344	10925	10188	7238	7975	7119
AENJPLPP_02507	6586	6929	6843	5119	6070	4735
AENJPLPP_02508	39042	40869	36566	32976	37756	33059
AENJPLPP_02509	27620	29777	23523	16955	20673	17081
AENJPLPP_02510	32373	35001	32163	26449	29751	26067
AENJPLPP_02511	15031	14596	12326	14878	15658	14009
AENJPLPP_02512	3133	2788	2881	3202	3824	3661
AENJPLPP_02513	32033	33975	30313	30100	32758	32156
AENJPLPP_02514	2095	1752	1669	2005	2106	2134
AENJPLPP_02515	833	775	760	915	941	1044
AENJPLPP_02516	791	607	619	776	939	864
AENJPLPP_02517	336	345	268	328	410	343
AENJPLPP_02518	1213	995	1091	288	339	338
AENJPLPP_02521	1877	2285	1990	8277	11596	11055
AENJPLPP_02522	1364	1313	1298	1566	1936	1708
AENJPLPP_02523	791	968	878	1120	1207	1071
AENJPLPP_02524	315	303	296	263	321	286
AENJPLPP_02525	795	814	778	831	1103	1134
AENJPLPP_02526	174	185	132	63	61	71
AENJPLPP_02527	148	138	163	67	60	66
AENJPLPP_02528	14691	16500	13345	65474	77613	73944
AENJPLPP_02529	30093	28994	25783	35556	40641	36475
AENJPLPP_02530	6782	6153	5565	4416	4823	4353
AENJPLPP_02531	7734	7096	6362	8634	10386	9493
AENJPLPP_02532	6546	6885	6397	12511	12831	11723
AENJPLPP_02533	2482	2460	2246	2849	3331	3112
AENJPLPP_02534	2241	2132	1880	2567	2836	2369
AENJPLPP_02535	3084	2880	2602	5541	6598	5900
AENJPLPP_02536	1978	1912	1700	4606	4901	4419
AENJPLPP_02537	4390	4486	4196	8003	9790	8549
AENJPLPP_02538	4319	4192	3902	6769	7673	6736
AENJPLPP_02539	4969	6303	5501	9070	10537	9540
AENJPLPP_02540	489	474	453	325	417	393
AENJPLPP_02541	235	225	235	81	139	103
AENJPLPP_02542	15844	15814	15206	18826	20870	19376
AENJPLPP_02543	3146	3229	2862	3517	4481	4407
AENJPLPP_02544	308	290	310	444	493	459
AENJPLPP_02545	0	0	1	0	0	1
AENJPLPP_02546	4364	4036	3358	4818	4788	4610
AENJPLPP_02547	2681	3002	2594	2638	3237	3034
AENJPLPP_02548	9398	9022	8124	13040	14825	13627
AENJPLPP_02549	10114	10427	9203	15521	17107	15679
AENJPLPP_02550	1600	1667	1520	3441	4115	3782
AENJPLPP_02551	11581	11427	9548	39476	34840	33089
AENJPLPP_02552	7968	7943	7616	7031	8434	7209
AENJPLPP_02553	27536	28191	25600	17387	20231	18430
AENJPLPP_02554	17682	18405	16063	32303	38088	35020
AENJPLPP_02555	6928	7116	6305	911	1083	845
AENJPLPP_02556	1	3	1	1	2	0
AENJPLPP_02557	778	925	861	665	831	843
AENJPLPP_02558	7790	10156	8011	4386	5016	4787
AENJPLPP_02559	3520	3114	3014	2372	2534	2618
AENJPLPP_02560	1934	1880	1694	5781	6682	6271
AENJPLPP_02561	1941	1928	1719	5519	6518	6018
AENJPLPP_02562	56	39	34	75	59	75
AENJPLPP_02563	198	213	166	129	153	182
AENJPLPP_02564	160	243	204	141	160	160
AENJPLPP_02565	439	405	348	1614	1876	1689
AENJPLPP_02566	580	591	492	1435	1599	1351
AENJPLPP_02567	8821	8304	7702	5824	6303	6167
AENJPLPP_02568	28138	26238	22034	15588	16590	16158
AENJPLPP_02569	912	900	916	418	558	473
AENJPLPP_02570	1134	1238	1146	913	1117	1062
AENJPLPP_02571	1292	1119	1042	415	383	452
AENJPLPP_02572	98771	110938	101601	81287	104597	90184
AENJPLPP_02573	78719	87248	78945	77961	81935	78803
AENJPLPP_02574	246	264	213	120	196	207
AENJPLPP_02575	5150	4858	4183	5898	6426	5650
AENJPLPP_02576	15985	16569	14208	18692	20218	18026
AENJPLPP_02577	2755	2942	2634	3367	4035	3662
AENJPLPP_02578	2384	2230	2045	2386	2551	2348
AENJPLPP_02579	12791	12330	10609	10941	12322	10888
AENJPLPP_02580	1857	1806	1567	1162	1430	1192
AENJPLPP_02581	5972	6244	5540	506	594	602
AENJPLPP_02582	25253	25563	22866	4960	6070	5022
AENJPLPP_02583	2571	2668	2506	767	925	783
AENJPLPP_02584	6659	6947	5705	2522	3122	2651
AENJPLPP_02585	4250	4618	4111	1941	2395	2168
AENJPLPP_02586	3335	2980	2619	1536	1696	1671
AENJPLPP_02587	2369	2573	2229	675	814	665
AENJPLPP_02588	4468	4258	3875	1494	1702	1565
AENJPLPP_02589	2746	2264	1978	1015	1190	1043
AENJPLPP_02590	2092	2144	1725	912	1085	898
AENJPLPP_02591	5609	5279	4944	2650	3099	2547
AENJPLPP_02592	3034	3229	2723	1419	1518	1367
AENJPLPP_02593	2896	3005	2506	844	915	779
AENJPLPP_02594	1352	1533	1194	306	375	325
AENJPLPP_02595	2613	2517	2165	669	810	732
AENJPLPP_02596	1596	1486	1402	505	608	469
AENJPLPP_02597	2364	2499	2059	750	1019	824
AENJPLPP_02598	1350	1163	1080	496	649	542
AENJPLPP_02599	1379	1104	1016	433	468	461
AENJPLPP_02600	1798	1663	1553	779	986	898
AENJPLPP_02601	67	50	32	68	56	49
AENJPLPP_02602	1385	1319	1185	608	691	558
AENJPLPP_02603	2385	3066	2401	1420	1539	1421
AENJPLPP_02604	26	17	19	56	88	83
AENJPLPP_02605	26	16	20	78	109	133
AENJPLPP_02606	20	36	18	47	56	52
AENJPLPP_02607	8	10	14	12	11	14
AENJPLPP_02608	18	16	28	25	42	22
AENJPLPP_02609	11275	11549	11265	2263	2579	2433
AENJPLPP_02610	790	621	555	4490	5111	4605
AENJPLPP_02611	1715	1363	1277	2017	2382	1844
AENJPLPP_02612	5442	5248	4806	14732	16454	15813
AENJPLPP_02613	9628	9666	8398	9398	10814	10029
AENJPLPP_02614	1149	922	916	395	419	407
AENJPLPP_02615	2369	2514	2192	2842	3389	3064
AENJPLPP_02616	14774	14889	13513	5317	6695	5864
AENJPLPP_02617	31	52	41	50	76	56
AENJPLPP_02618	4114	3838	3014	20257	22354	20485
AENJPLPP_02619	88	104	105	51	89	71
AENJPLPP_02620	230	144	208	163	151	188
AENJPLPP_02621	28030	23140	26339	15179	18525	17710
AENJPLPP_02622	6487	6653	6022	3719	4218	3846
AENJPLPP_02623	3784	2908	2841	2281	2580	2364
AENJPLPP_02624	14294	13492	12202	8324	8958	8083
AENJPLPP_02625	17346	18047	16886	9673	12182	10106
AENJPLPP_02626	945	899	815	958	1113	1073
AENJPLPP_02627	617	573	599	709	794	820
AENJPLPP_02628	205	157	156	230	288	271
AENJPLPP_02629	2178	2018	1888	2838	3190	2947
AENJPLPP_02630	16759	18072	17367	5994	8008	6647
AENJPLPP_02631	0	0	0	1	1	1
AENJPLPP_02632	54	65	52	175	215	180
AENJPLPP_02633	758	857	667	486	562	536
AENJPLPP_02634	307	332	251	332	317	298
AENJPLPP_02635	3361	3774	3111	3453	3805	3680
AENJPLPP_02636	3822	4351	3939	5674	6829	6147
AENJPLPP_02637	20	17	23	45	50	61
AENJPLPP_02638	68	72	86	229	211	177
AENJPLPP_02639	12	12	3	61	72	60
AENJPLPP_02640	0	5	4	24	30	35
AENJPLPP_02641	26	31	46	216	157	174
AENJPLPP_02642	56	56	59	73	84	123
AENJPLPP_02643	26	44	39	28	42	39
AENJPLPP_02644	3865	4043	3621	3516	4578	3976
AENJPLPP_02645	12	13	11	2	1	9
AENJPLPP_02646	6	10	4	4	4	7
AENJPLPP_02647	1	4	2	1	3	0
AENJPLPP_02648	1	1	3	1	1	1
AENJPLPP_02649	6	6	4	7	1	2
AENJPLPP_02650	1	1	2	1	3	2
AENJPLPP_02651	44	32	37	19	15	16
AENJPLPP_02652	520	577	490	141	148	128
AENJPLPP_02653	181	175	161	708	925	719
AENJPLPP_02654	3	5	2	3	3	1
AENJPLPP_02655	6365	6113	5510	6714	7996	7198
AENJPLPP_02656	10	18	12	6	7	7
AENJPLPP_02657	0	1	0	0	1	0
AENJPLPP_02658	73	89	96	89	86	90
AENJPLPP_02659	238	285	298	218	230	280
AENJPLPP_02660	1044	931	1122	249	337	290
AENJPLPP_02661	585	474	474	1384	1692	1521
AENJPLPP_02662	10	8	16	1	7	5
AENJPLPP_02663	18	16	16	4	24	2
AENJPLPP_02664	1559	1574	1345	497	632	490
AENJPLPP_02665	5200	4880	4593	11179	12292	11270
AENJPLPP_02666	1717	1906	1622	3374	4006	3545
AENJPLPP_02667	3288	2814	2506	2918	3620	3334
AENJPLPP_02668	1693	1675	1446	1601	1866	1736
AENJPLPP_02669	10347	9845	8826	10097	12697	11185
AENJPLPP_02670	925	918	736	576	645	615
AENJPLPP_02671	917	903	782	564	742	689
AENJPLPP_02672	1163	1170	981	1430	1592	1515
AENJPLPP_02673	36283	42846	46769	8618	9229	9052
AENJPLPP_02674	10239	8656	9015	1241	1745	1507
AENJPLPP_02675	719	844	669	631	642	604
AENJPLPP_02676	1968	2461	2458	1304	1484	1265
AENJPLPP_02677	5636	5361	4872	4048	4434	4187
AENJPLPP_02678	26508	35707	33105	6682	9758	7852
AENJPLPP_02679	548	457	439	120	159	122
AENJPLPP_02680	36	16	36	18	36	26
AENJPLPP_02681	4	0	2	0	0	0
AENJPLPP_02682	2	3	1	7	4	1
AENJPLPP_02683	2	0	0	2	3	3
AENJPLPP_02684	78	64	76	55	76	63
AENJPLPP_02685	3	4	2	5	7	4
AENJPLPP_02686	118	66	74	43	84	61
AENJPLPP_02687	19	22	19	12	4	4
AENJPLPP_02688	0	2	0	0	0	2
AENJPLPP_02689	2	4	2	6	5	2
AENJPLPP_02690	1	2	0	0	0	0
AENJPLPP_02691	2	0	2	0	0	0
AENJPLPP_02692	8	18	13	7	5	4
AENJPLPP_02693	2026	1881	1863	3325	3806	3362
AENJPLPP_02694	736	651	629	1502	1672	1490
AENJPLPP_02695	19	30	26	11	13	6
AENJPLPP_02696	43	77	50	34	29	33
AENJPLPP_02697	0	1	0	2	0	0
AENJPLPP_02698	55	64	77	22	36	18
AENJPLPP_02699	38	16	13	8	6	12
AENJPLPP_02700	12	5	8	2	2	2
AENJPLPP_02701	81	139	116	43	41	37
AENJPLPP_02702	238	266	252	104	119	105
AENJPLPP_02703	48	52	48	8	16	20
AENJPLPP_02704	26	22	8	41	48	43
AENJPLPP_02705	1384	1525	1467	90	118	131
AENJPLPP_02706	1078	1192	952	212	256	243
AENJPLPP_02707	2195	2145	1906	433	456	490
AENJPLPP_02708	5914	5135	4784	3065	3150	2868
AENJPLPP_02709	298	320	264	188	248	196
AENJPLPP_02710	48	84	42	56	64	56
AENJPLPP_02711	34	26	20	19	14	15
AENJPLPP_02712	53	33	40	44	40	53
AENJPLPP_02713	32	27	20	10	32	27
AENJPLPP_02714	9	7	7	5	4	10
AENJPLPP_02715	18	23	24	28	22	25
AENJPLPP_02716	33	30	30	51	56	54
AENJPLPP_02717	20	21	14	17	29	30
AENJPLPP_02718	28	45	18	21	15	25
AENJPLPP_02719	123	119	80	71	114	73
AENJPLPP_02720	93	80	75	59	59	70
